step,cosine_similarity
211,0.4036088287830353
212,0.3214683532714844
213,-0.17873306572437286
214,0.09931812435388565
215,-0.08532333374023438
216,0.14771801233291626
217,-0.4981074333190918
218,-0.19711634516716003
219,0.17350910604000092
220,0.047446757555007935
221,0.19888749718666077
222,0.028973188251256943
223,0.13490313291549683
224,-0.17243529856204987
225,-0.3004162311553955
226,0.0691804587841034
227,0.2513017952442169
228,-0.17980611324310303
229,0.09864059835672379
230,-0.09579571336507797
231,-0.11026907712221146
232,0.03441757336258888
233,0.2827117443084717
234,-0.09551028162240982
235,-0.17254461348056793
236,0.25707390904426575
237,0.5084541440010071
238,0.03833790868520737
239,-0.18681295216083527
240,-0.10042984038591385
241,0.32374846935272217
242,0.1654723584651947
243,-0.45549795031547546
244,0.39884454011917114
245,0.06805190443992615
246,-0.4748000204563141
247,0.33728036284446716
248,0.16356176137924194
249,-0.1765458881855011
250,0.5051677823066711
251,0.02066904492676258
252,-0.06935139745473862
253,0.017172079533338547
254,-0.5879086852073669
255,-0.08979441225528717
256,0.14875257015228271
257,-0.021850189194083214
258,0.25751423835754395
259,0.3000922203063965
260,-0.21291376650333405
261,0.36738499999046326
262,-0.11524833738803864
263,-0.13018658757209778
264,-0.026747988536953926
265,-0.36572811007499695
266,0.21947258710861206
267,-0.14723390340805054
268,0.09359009563922882
269,0.06987988948822021
270,-0.3660280406475067
271,-0.5850057005882263
272,-0.3637165129184723
273,0.20860464870929718
274,-0.064143106341362
275,-0.16398856043815613
276,0.14087839424610138
277,0.16645196080207825
278,-0.008105742745101452
279,-0.0816834568977356
280,-0.12263967096805573
281,0.27203452587127686
282,-0.2688467502593994
283,0.3280678987503052
284,0.2846841514110565
285,0.05670132488012314
286,-0.04361850023269653
287,0.16308088600635529
288,-0.06291327625513077
289,-0.34633126854896545
290,0.1318747103214264
291,0.2086532562971115
292,0.14254041016101837
293,0.19454409182071686
294,0.4478776752948761
295,-0.15932515263557434
296,0.1829041689634323
297,0.01979260891675949
298,0.016609983518719673
299,0.041660189628601074
300,0.7608953714370728
301,0.13384614884853363
302,0.09281688928604126
303,0.23718015849590302
304,0.19162560999393463
305,-0.10052739828824997
306,-0.13829107582569122
307,-0.052699632942676544
308,-0.019162047654390335
309,0.011032036505639553
310,-0.006479935720562935
311,-0.01827007532119751
312,-0.043591033667325974
313,0.046648040413856506
314,-0.049209099262952805
315,-0.025437332689762115
316,0.1458902508020401
317,0.46613287925720215
318,0.16024264693260193
319,-0.11901422590017319
320,-0.0955972895026207
321,-0.1808025985956192
322,-0.1539805829524994
323,0.017501598224043846
324,0.11057958751916885
325,0.039461977779865265
326,0.13532336056232452
327,-0.4104183316230774
328,-0.011780422180891037
329,-0.5269450545310974
330,-0.0990649089217186
331,-0.01175773423165083
332,-0.07378575205802917
333,0.6936072707176208
334,0.09808005392551422
335,0.2211115062236786
336,-0.03183336555957794
337,-0.07867161929607391
338,0.08555436134338379
339,0.5450724363327026
340,0.046065833419561386
341,-0.10126616805791855
342,-0.129881352186203
343,-0.03767495974898338
344,-0.043627381324768066
345,-0.6608810424804688
346,0.2654106020927429
347,0.03494299575686455
348,0.0700225681066513
349,-0.7921321392059326
350,-0.039221398532390594
351,-0.08610652387142181
352,-0.28206825256347656
353,-0.26273155212402344
354,0.1949683427810669
355,0.031948644667863846
356,-0.15228328108787537
357,-0.3526874780654907
358,-0.11194100230932236
359,-0.11108075827360153
360,-0.27733707427978516
361,0.41360458731651306
362,-0.2680095434188843
363,0.1782221645116806
364,-0.1648080050945282
365,0.05938922241330147
366,-0.46716758608818054
367,0.2040867954492569
368,-0.46797671914100647
369,-0.0030302517116069794
370,-0.15776404738426208
371,0.4010657072067261
372,0.007994749583303928
373,0.3237557113170624
374,-0.4579584300518036
375,-0.0228227898478508
376,-0.027246762067079544
377,-0.06385248154401779
378,-0.15068024396896362
379,-0.042297665029764175
380,0.1446918249130249
381,0.06248505041003227
382,-0.3063674569129944
383,-0.4364180266857147
384,0.03232157975435257
385,-0.31327107548713684
386,-0.19171202182769775
387,0.1894710510969162
388,0.43388602137565613
389,-0.1225181594491005
390,0.01730906218290329
391,-0.597984790802002
392,-0.2662885785102844
393,0.20186632871627808
394,-0.001220456906594336
395,0.7751451730728149
396,0.08458428084850311
397,0.17947416007518768
398,0.3977815806865692
399,-0.2450818419456482
400,0.35378971695899963
401,-0.08718843013048172
402,-0.1139313131570816
403,0.22118522226810455
404,0.11819244921207428
405,0.1610773205757141
406,-0.060806144028902054
407,0.20662598311901093
408,-0.07718817889690399
409,-0.0830465629696846
410,0.09001035243272781
411,-0.046839408576488495
412,0.20386798679828644
413,-0.3283635973930359
414,-0.18813055753707886
415,0.11691266298294067
416,0.19650258123874664
417,-0.30503952503204346
418,-0.06860782206058502
419,0.10444777458906174
420,0.1769319623708725
421,-0.335205614566803
422,-0.1356196105480194
423,-0.22450242936611176
424,-0.022092832252383232
425,-0.006903287023305893
426,0.2430800199508667
427,0.0003174865560140461
428,0.1747303158044815
429,0.40610143542289734
430,-0.09058725088834763
431,-0.13128335773944855
432,0.12562081217765808
433,0.11229303479194641
434,-0.35667741298675537
435,-0.2956877648830414
436,-0.04403405264019966
437,-0.20250487327575684
438,0.06529328227043152
439,-0.395035058259964
440,0.38628914952278137
441,-0.04857172071933746
442,0.011828337796032429
443,0.12345142662525177
444,-0.12281490117311478
445,-0.056616250425577164
446,-0.31803470849990845
447,-0.02188132517039776
448,0.32896286249160767
449,0.044315729290246964
450,-0.20257063210010529
451,-0.3632029891014099
452,0.04432215541601181
453,-0.09461300820112228
454,-0.08564775437116623
455,0.1281481683254242
456,0.030007844790816307
457,0.17851506173610687
458,0.05947422981262207
459,-0.30945122241973877
460,-0.4458247125148773
461,0.5301918387413025
462,-0.0743609145283699
463,-0.014019915834069252
464,0.08227816224098206
465,-0.0477408766746521
466,-0.07796848565340042
467,-0.4521705210208893
468,0.1371389627456665
469,-0.07668948918581009
470,-0.12789487838745117
471,0.48694276809692383
472,0.6319286227226257
473,0.2893637418746948
474,0.003168078139424324
475,-0.07671014219522476
476,-0.0014935199869796634
477,0.20913448929786682
478,0.31198564171791077
479,-0.13080435991287231
480,-0.02970983274281025
481,0.2334754914045334
482,-0.45782920718193054
483,-0.30432507395744324
484,-0.21614408493041992
485,-0.0854199081659317
486,0.2477228194475174
487,0.3505474328994751
488,0.04069371894001961
489,0.07648324966430664
490,0.082645945250988
491,-0.2455420047044754
492,0.17210179567337036
493,-0.3465101420879364
494,0.16103579103946686
495,0.24117682874202728
496,-0.07694684714078903
497,-0.20508743822574615
498,-0.06636194884777069
499,-0.12366160750389099
500,-0.26201245188713074
501,-0.0863402709364891
502,0.2375354915857315
503,-0.2951020300388336
504,-0.11730261892080307
505,0.3192398250102997
506,0.08990450948476791
507,0.27253425121307373
508,0.02324102446436882
509,-0.3390185236930847
510,-0.11872073262929916
511,-0.092307448387146
512,-0.2602866291999817
513,0.08099599182605743
514,-0.12981055676937103
515,0.2710908055305481
516,-0.6341288685798645
517,0.1309158354997635
518,0.05420104041695595
519,-0.0581304170191288
520,0.05981963127851486
521,-0.6687824130058289
522,0.39753201603889465
523,0.6112936735153198
524,0.27160900831222534
525,0.08484522253274918
526,0.3100789189338684
527,0.037155475467443466
528,-0.2800900936126709
529,-0.2928982973098755
530,-0.17296332120895386
531,0.19326630234718323
532,-0.27374887466430664
533,0.41066664457321167
534,-0.0987926796078682
535,-0.11027070879936218
536,-0.045551083981990814
537,0.3438311219215393
538,-0.09752944111824036
539,-0.5131065249443054
540,0.21629548072814941
541,0.008218682371079922
542,0.3946801424026489
543,-0.054004546254873276
544,-0.16990137100219727
545,-0.08343112468719482
546,-0.0033202150370925665
547,0.12998618185520172
548,-0.09628286957740784
549,0.2912615239620209
550,-0.29605698585510254
551,-0.17835289239883423
552,-0.29522377252578735
553,0.06958495080471039
554,-0.008051940239965916
555,0.04501096531748772
556,-0.013315076008439064
557,-0.1217072457075119
558,-0.06663110852241516
559,-0.051982901990413666
560,0.07727767527103424
561,-0.01928558386862278
562,-0.06049133464694023
563,0.2030068039894104
564,0.005768130533397198
565,-0.13845308125019073
566,0.35515230894088745
567,0.5590386390686035
568,-0.05353141203522682
569,-0.2426261156797409
570,-0.25017058849334717
571,-0.7288127541542053
572,-0.17037725448608398
573,0.10737819969654083
574,0.2404983937740326
575,0.2789197862148285
576,-0.1480271965265274
577,0.14866065979003906
578,-0.11696700006723404
579,0.36298826336860657
580,0.013883084990084171
581,0.029259061440825462
582,0.3339371979236603
583,0.4916623830795288
584,0.2568555176258087
585,-0.07380999624729156
586,-0.16883940994739532
587,0.2351917028427124
588,-0.772270679473877
589,0.22820593416690826
590,-0.6889980435371399
591,-0.23421555757522583
592,0.11133337765932083
593,-0.052197813987731934
594,0.17642419040203094
595,0.049547065049409866
596,-0.08891436457633972
597,-0.12624545395374298
598,0.04927179217338562
599,0.21656487882137299
600,0.2037043273448944
601,0.06695432215929031
602,0.29483914375305176
603,-0.025219276547431946
604,-0.8241331577301025
605,-0.2165987342596054
606,-0.13496650755405426
607,-0.16368912160396576
608,-0.03498053550720215
609,-0.5124995112419128
610,-0.22762392461299896
611,-0.07005824893712997
612,-0.12070091813802719
613,0.2602590322494507
614,-0.04484653100371361
615,0.4893934726715088
616,-0.16757430136203766
617,-0.4560207724571228
618,-0.20806710422039032
619,-0.0946597084403038
620,-0.10900241136550903
621,0.1381024271249771
622,0.13099898397922516
623,0.35919660329818726
624,0.0035406744573265314
625,0.16308876872062683
626,0.17558631300926208
627,0.14247474074363708
628,-0.44204309582710266
629,-0.18100258708000183
630,-0.037087418138980865
631,0.13477446138858795
632,-0.0939115658402443
633,0.07853550463914871
634,0.07184991985559464
635,-0.26164352893829346
636,-0.03187352791428566
637,-0.12058578431606293
638,-0.4233839511871338
639,0.5483102798461914
640,-0.5786876678466797
641,-0.05624600499868393
642,0.1268814355134964
643,0.023477375507354736
644,0.1016734167933464
645,-0.6992667317390442
646,-0.34497201442718506
647,-0.04378855228424072
648,-0.06393365561962128
649,-0.027809813618659973
650,-0.323448121547699
651,-0.00010006608499679714
652,-0.08803011476993561
653,-0.21833127737045288
654,-0.12843915820121765
655,-0.6827901005744934
656,-0.11051496118307114
657,0.4064081609249115
658,0.1708165854215622
659,0.18009072542190552
660,-0.29132986068725586
661,-0.15638527274131775
662,0.07848905771970749
663,-0.2353101223707199
664,-0.20795397460460663
665,0.27106326818466187
666,0.0011653827968984842
667,0.04517044499516487
668,-0.0003120817127637565
669,-0.1686190664768219
670,-0.1508619785308838
671,-0.04377644136548042
672,-0.23323863744735718
673,0.12944911420345306
674,-0.0156412310898304
675,0.09606059640645981
676,0.07070371508598328
677,0.08917640149593353
678,0.38411641120910645
679,0.2896682322025299
680,-0.20892058312892914
681,0.10912497341632843
682,-0.1539016216993332
683,-0.22062821686267853
684,0.1748216152191162
685,0.40877270698547363
686,-0.04716355353593826
687,0.0025402873288840055
688,0.22726164758205414
689,-0.37241142988204956
690,0.17765389382839203
691,0.23726888000965118
692,0.19819265604019165
693,-0.005032176151871681
694,-0.2904401123523712
695,-0.12452473491430283
696,-0.1628917008638382
697,-0.08752500265836716
698,-0.2144794464111328
699,0.454731822013855
700,-0.2411983609199524
701,0.27977243065834045
702,-0.09734173864126205
703,0.03258514776825905
704,-0.16275107860565186
705,-0.091130830347538
706,0.2376294732093811
707,-0.03620247542858124
708,0.001551956171169877
709,-0.02743145264685154
710,0.0031358941923826933
711,0.18080800771713257
712,0.5052806735038757
713,-0.056071970611810684
714,0.12953215837478638
715,-0.038098547607660294
716,-0.31239262223243713
717,-0.353643000125885
718,0.003811235073953867
719,0.14313875138759613
720,-0.2402668446302414
721,-0.30814558267593384
722,0.08643100410699844
723,-0.2719669044017792
724,-0.03950754180550575
725,0.17799629271030426
726,0.12803016602993011
727,-0.2553105056285858
728,0.2882753014564514
729,0.022677242755889893
730,0.05776216834783554
731,-0.2705547511577606
732,0.05172016844153404
733,0.20109008252620697
734,0.08454405516386032
735,0.32789281010627747
736,-0.3006543517112732
737,0.15988406538963318
738,0.037498921155929565
739,0.25904110074043274
740,0.01218709908425808
741,0.14324353635311127
742,-0.09867102652788162
743,0.2951367497444153
744,0.19888827204704285
745,0.22841070592403412
746,0.34380292892456055
747,-0.03548732027411461
748,0.08663003146648407
749,0.05348522588610649
750,-0.031059620901942253
751,0.32150235772132874
752,0.08995110541582108
753,0.43552061915397644
754,0.13119733333587646
755,-0.4492880403995514
756,-0.0235848780721426
757,0.017505021765828133
758,0.20588165521621704
759,0.16796787083148956
760,0.3455007076263428
761,-0.4201023578643799
762,-0.03333559259772301
763,0.15742802619934082
764,-0.24935480952262878
765,0.01899898797273636
766,-0.2302144169807434
767,-0.088509202003479
768,-0.1913164108991623
769,-0.3602187931537628
770,-0.028355797752738
771,0.022673122584819794
772,0.4116997718811035
773,0.07622941583395004
774,0.019290665164589882
775,0.08781065791845322
776,0.1581711769104004
777,-0.3640630543231964
778,-0.26856309175491333
779,0.2027808576822281
780,-0.03281876817345619
781,0.2567794919013977
782,0.1373414248228073
783,-0.10762801021337509
784,0.1635187715291977
785,0.08809418976306915
786,-0.024357274174690247
787,0.05862509831786156
788,0.055782120674848557
789,-0.040308550000190735
790,0.1588141769170761
791,-0.13108646869659424
792,0.3212435841560364
793,-0.09142932295799255
794,0.1997455507516861
795,0.7428913712501526
796,0.05133584141731262
797,0.08035674691200256
798,0.1195102408528328
799,0.14604885876178741
800,0.014362314715981483
801,0.12027258425951004
802,-0.06779101490974426
803,-0.10411856323480606
804,-0.028506753966212273
805,0.0060578929260373116
806,-0.11842142790555954
807,-0.12156086415052414
808,0.08805354684591293
809,-0.0702996626496315
810,-0.5802698135375977
811,0.22249841690063477
812,-0.13815605640411377
813,0.11956144869327545
814,0.4023813009262085
815,0.39321014285087585
816,-0.20416581630706787
817,0.1319333016872406
818,-0.0006350893527269363
819,-0.013646534644067287
820,-0.31998172402381897
821,0.17472127079963684
822,0.43652990460395813
823,0.09488040953874588
824,0.0005702226189896464
825,0.14217635989189148
826,0.030754270032048225
827,0.016589244827628136
828,0.30986976623535156
829,0.16528137028217316
830,0.15231387317180634
831,0.06631699204444885
832,-0.39018356800079346
833,0.6279830932617188
834,0.26707106828689575
835,-0.7443802356719971
836,-0.03219698742032051
837,0.019751153886318207
838,0.3568103611469269
839,0.28038591146469116
840,-0.24304728209972382
841,0.029849082231521606
842,0.1425125151872635
843,0.10786549746990204
844,-0.009715186432003975
845,0.45372286438941956
846,-0.07949214428663254
847,-0.24657994508743286
848,-0.12796448171138763
849,0.4861959218978882
850,0.07794487476348877
851,0.06921441107988358
852,-0.03231566771864891
853,0.027792073786258698
854,-0.1890498697757721
855,-0.4412064254283905
856,0.25569868087768555
857,0.08853274583816528
858,0.027208421379327774
859,0.06513507664203644
860,0.30751869082450867
861,-0.16593624651432037
862,0.3646332025527954
863,-0.451231986284256
864,0.20674946904182434
865,0.30560705065727234
866,0.5150394439697266
867,0.12419459968805313
868,0.12906767427921295
869,0.15003962814807892
870,-0.17611350119113922
871,0.35515332221984863
872,-0.0898079127073288
873,0.21719707548618317
874,0.08562660962343216
875,0.024281883612275124
876,-0.19093827903270721
877,-0.41942134499549866
878,0.11530004441738129
879,0.6311033964157104
880,0.09707440435886383
881,0.06427617371082306
882,0.6968836188316345
883,-0.406242311000824
884,0.03166672959923744
885,0.07361694425344467
886,0.3079676926136017
887,0.09745363891124725
888,0.08772716671228409
889,-0.05844179540872574
890,0.017010623589158058
891,-0.2145524024963379
892,-0.16328632831573486
893,-0.09335838258266449
894,-0.3454884886741638
895,0.3966788351535797
896,0.040460243821144104
897,-0.03759051486849785
898,0.08165885508060455
899,0.4528141915798187
900,0.3372798562049866
901,-0.02784029394388199
902,-0.14029063284397125
903,0.4582386314868927
904,0.07677491754293442
905,-0.09413491189479828
906,0.08322031795978546
907,0.3005778193473816
908,0.2606733441352844
909,-0.3851693272590637
910,0.35208243131637573
911,-0.5141827464103699
912,0.016079843044281006
913,-0.31940287351608276
914,0.04828759655356407
915,-0.2079499065876007
916,-0.41953572630882263
917,-0.26741838455200195
918,-0.21326494216918945
919,0.20847612619400024
920,-0.07086623460054398
921,0.20477326214313507
922,0.4721531867980957
923,0.2851392924785614
924,0.11726370453834534
925,-0.15774297714233398
926,-0.013735352084040642
927,-0.667810320854187
928,0.16036547720432281
929,0.029684532433748245
930,0.08421017974615097
931,-0.14792123436927795
932,0.43930622935295105
933,0.42468905448913574
934,-0.30257073044776917
935,-0.11000530421733856
936,0.16726882755756378
937,-0.3652555048465729
938,-0.620365560054779
939,0.2681642472743988
940,-0.44055408239364624
941,-0.3072744309902191
942,0.10633654147386551
943,-0.16521862149238586
944,0.44968563318252563
945,0.09254787862300873
946,0.258184552192688
947,0.15386919677257538
948,0.18552662432193756
949,0.49215707182884216
950,0.17490997910499573
951,-0.3431822657585144
952,-0.09798546135425568
953,-0.08649744093418121
954,-0.47008630633354187
955,-0.26136907935142517
956,-0.13080857694149017
957,-0.12071412056684494
958,0.0024670057464390993
959,-0.0959932878613472
960,-0.44814905524253845
961,0.07932748645544052
962,0.059799205511808395
963,0.053710371255874634
964,0.24544736742973328
965,-0.0036149220541119576
966,-0.2003127783536911
967,0.04077577963471413
968,-0.3284243047237396
969,-0.31392788887023926
970,0.17100133001804352
971,0.4614109396934509
972,-0.18078209459781647
973,0.17183130979537964
974,-0.20818573236465454
975,0.011104642413556576
976,-0.2024323046207428
977,-0.2548958361148834
978,0.20451092720031738
979,-0.04776621609926224
980,-0.43496936559677124
981,0.15147940814495087
982,-0.12170243263244629
983,0.02827824093401432
984,0.017165815457701683
985,-0.10280823707580566
986,0.008229093626141548
987,0.1432979255914688
988,0.24994531273841858
989,0.4682530462741852
990,-0.07053818553686142
991,-0.10890631377696991
992,-0.09546218067407608
993,-0.1791154444217682
994,-0.07061904668807983
995,-0.013468683697283268
996,0.06484570354223251
997,0.03680531308054924
998,-0.07738135010004044
999,-0.37025880813598633
1000,-0.029111335054039955
1001,-0.003591608488932252
1002,-0.014288382604718208
1003,0.07536187767982483
1004,-0.17085719108581543
1005,0.10842112451791763
1006,-0.16927172243595123
1007,0.2149781584739685
1008,0.12906165421009064
1009,-0.449802041053772
1010,-0.5503870248794556
1011,-0.7893648147583008
1012,-0.17455032467842102
1013,0.08893217891454697
1014,-0.28191009163856506
1015,0.07985689491033554
1016,0.010302686132490635
1017,0.2282881736755371
1018,0.13512350618839264
1019,-0.028915444388985634
1020,-0.2451200932264328
1021,0.09436240792274475
1022,-0.3412471115589142
1023,0.034142907708883286
1024,0.05431919917464256
1025,-0.0020078818779438734
1026,-0.32585734128952026
1027,0.4173000156879425
1028,0.11441274732351303
1029,-0.18247991800308228
1030,0.08677219599485397
1031,0.034368086606264114
1032,0.5504969358444214
1033,0.25591057538986206
1034,-0.2823997437953949
1035,0.00848737545311451
1036,-0.12505026161670685
1037,0.2638302743434906
1038,0.6404927372932434
1039,-0.292110413312912
1040,-0.06052946671843529
1041,-0.0022046153899282217
1042,0.015836166217923164
1043,-0.09819503873586655
1044,-0.35174503922462463
1045,0.6401740908622742
1046,0.2723870277404785
1047,-0.0181973185390234
1048,0.31598904728889465
1049,-0.4467388391494751
1050,-0.4667317569255829
1051,0.10952723771333694
1052,-0.20560267567634583
1053,-0.14175854623317719
1054,-0.1426985263824463
1055,-0.3943709135055542
1056,-0.22097836434841156
1057,-0.296581894159317
1058,-0.021993180736899376
1059,-0.3104865550994873
1060,0.029954785481095314
1061,-0.13432075083255768
1062,-0.141426682472229
1063,-0.2146807760000229
1064,0.4158579111099243
1065,-0.16141365468502045
1066,0.042183827608823776
1067,0.07558372616767883
1068,0.04454775154590607
1069,-0.28241950273513794
1070,-0.3485912084579468
1071,0.22497393190860748
1072,-0.11906370520591736
1073,-0.12463713437318802
1074,0.5794918537139893
1075,-0.30086860060691833
1076,0.21457403898239136
1077,0.015744201838970184
1078,-0.09338881075382233
1079,0.21744976937770844
1080,-0.11110367625951767
1081,0.46897566318511963
1082,0.08461122959852219
1083,0.18007433414459229
1084,0.20867420732975006
1085,-0.08912423998117447
1086,0.12120525538921356
1087,0.1387740522623062
1088,-0.2507685124874115
1089,-0.3881707191467285
1090,-0.315792977809906
1091,0.32869091629981995
1092,-0.28335559368133545
1093,-0.4196501076221466
1094,0.2680495083332062
1095,0.4105648398399353
1096,0.28310343623161316
1097,0.04001228138804436
1098,0.005313341040164232
1099,-0.2778562605381012
1100,-0.45682981610298157
1101,-0.16690461337566376
1102,-0.25660669803619385
1103,0.21576859056949615
1104,-0.18168571591377258
1105,-0.5827425122261047
1106,-0.10238461196422577
1107,0.13965770602226257
1108,0.007871653884649277
1109,-0.02486465498805046
1110,0.24525901675224304
1111,0.3038841485977173
1112,-0.029438184574246407
1113,-0.05426904559135437
1114,0.11538886278867722
1115,-0.2570096254348755
1116,0.42393434047698975
1117,-0.08583056181669235
1118,0.3255227506160736
1119,0.2055983543395996
1120,-0.08758966624736786
1121,-0.2773815989494324
1122,0.015739088878035545
1123,-0.019606351852416992
1124,-0.07063503563404083
1125,0.30833306908607483
1126,-0.23766998946666718
1127,0.029627257958054543
1128,0.3372459411621094
1129,-0.05999511852860451
1130,-0.04903946816921234
1131,-0.109523244202137
1132,-0.017117813229560852
1133,-0.06677483022212982
1134,-0.03550116717815399
1135,-0.03351057320833206
1136,0.057560570538043976
1137,0.2499309927225113
1138,0.05032593756914139
1139,-0.33747848868370056
1140,0.07933156192302704
1141,-0.01619385927915573
1142,-0.3761560022830963
1143,-0.07352039963006973
1144,0.18676598370075226
1145,-0.1031833365559578
1146,-0.06350266933441162
1147,0.17142809927463531
1148,-0.07268364727497101
1149,0.009458566084504128
1150,0.4560524821281433
1151,-0.2791571319103241
1152,0.2116331160068512
1153,0.2172849178314209
1154,0.2412792146205902
1155,0.03875914216041565
1156,-0.1405298113822937
1157,-0.26712167263031006
1158,0.02441379241645336
1159,-0.11442437022924423
1160,-0.3272213339805603
1161,0.049604445695877075
1162,0.3053179681301117
1163,0.08082737773656845
1164,0.47319701313972473
1165,-0.3807113766670227
1166,-0.28435245156288147
1167,0.6592453718185425
1168,0.055441152304410934
1169,0.02276379056274891
1170,-0.08318914473056793
1171,0.10981156677007675
1172,-0.717300295829773
1173,0.2995634973049164
1174,0.427244633436203
1175,0.10097330808639526
1176,-0.16240917146205902
1177,0.1032261997461319
1178,0.13861237466335297
1179,0.37714287638664246
1180,0.1333952695131302
1181,-0.04763982445001602
1182,-0.09185013920068741
1183,-0.0539492592215538
1184,-0.2599239647388458
1185,-0.10656190663576126
1186,-0.1545175015926361
1187,0.28109925985336304
1188,-0.051679421216249466
1189,0.5598867535591125
1190,-0.25816601514816284
1191,0.33783432841300964
1192,-0.015202549286186695
1193,-0.16773009300231934
1194,0.05322224646806717
1195,-0.04673072323203087
1196,0.405417263507843
1197,0.195758655667305
1198,-0.10434082895517349
1199,-0.36463460326194763
